display_name,emoji
Raw Oxtail,🍛
Raw Oysters,🍛
Raw Oysters (Weighed with Shells),🍛
Crispy Duck Pancakes,🥞
Homemade Savory Pancakes (made with Semi-skimmed Milk),🥞
Homemade Savory Pancakes (made with Skimmed Milk),🥞
Homemade Wholemeal Savory Pancakes (made with Whole Milk),🥞
Homemade Sweet Pancakes (made with Semi-skimmed Milk),🥞
Homemade Sweet Pancakes (made with Skimmed Milk),🥞
Homemade Sweet Pancakes (made with Whole Milk),🥞
Baked Pangasius Fillets,🍛
Poached Pangasius Fillets,🍛
Raw Pangasius Fillets,🐟
Raw Parrot Fish,🐟
Roasted Partridge,🍛
Roasted Partridge (Weighed with Bone),🍛
Homemade Pasta with Ham and Mushroom Sauce,🍝
Homemade Pasta with Meat and Tomato Sauce,🍝
Cheese and Tomato Filled Egg Pasta,🍝
Cheese Filled Egg Pasta,🍝
Green Vegetable/Herb and Cheese Filled Egg Pasta,🍝
Meat Filled Egg Pasta,🍝
Mushroom Filled Egg Pasta,🍝
Raw Fresh Egg Pasta,🍝
Raw White Dried Egg Pasta,🍝
Fresh White Egg Tagliatelle,🍳
Canned Ravioli (Meat Filling in Tomato Sauce),🍅
Pastichio,🍛
Chocolate Éclairs,🍫
Homemade Chocolate Éclairs,🍫
Cream-filled Pastries,🍛
Homemade Shortcrust Cheese Pastry,🥐
Liver Pâté,🍛
Reduced Fat Meat Pâté,🥩
Tuna Pâté,🐟
Toffee/Chocolate Pavlova,🍫
Pavlova with Fruit and Cream,🍎
Smooth Peanut Butter,🥜
"Peanuts, Raisins, and Chocolate Chips",🍟
Homemade Peppermint Creams,🌶️
Homemade Stuffed Green Peppers with Cheese,🌶️
"Homemade Stuffed Peppers (Beef, Rice, and Vegetables)",🍚
Roasted Pheasant,🍛
Roasted Pheasant (Weighed with Bone),🍛
Beef Pie,🥧
Individual Beef Pie,🥧
Homemade Cheese and Potato Pie,🥔
Homemade Single Crust Chicken and Mushroom Pie,🥧
Baked Individual Chicken Pie,🥧
Homemade Cottage Pie,🥧
Reheated Cottage/Shepherd’s Pie,🥧
Homemade Fish Pie (White Fish),🥧
Baked Retail Fish Pie (White Fish),🥧
Homemade Game Pie,🥧
Homemade Lentil and Cheese Pie,🥧
Homemade Double Crust Steak and Kidney Pie,🥧
Homemade Single Crust Steak and Kidney Pie,🥧
Homemade Single Crust Turkey Pie,🥧
Roasted Pigeon,🐓
Roasted Pigeon (Weighed with Bone),🐓
Homemade Egg and Potato Pilau (Brown Rice),🥔
Homemade Egg and Potato Pilau,🥔
Homemade Prawn Pilau,🍤
Retail Cheese and Tomato Pizza,🍕
Retail Chicken Topped Pizza,🍕
Takeaway Fish Topped Pizza,🍕
Retail Ham and Pineapple Pizza,🍕
Retail/Takeaway Meat Topped Pizza,🍕
Baked Plaice Fillets,🐟
Raw Plaice Fillets,🐟
Steamed Plaice Fillets,🐟
Steamed Plaice Fillets (Weighed with Bones and Skin),🐟
Battered Plaice (Fried in Blended Oil),🐟
Battered Plaice (Fried in Retail Blend Oil),🐟
Battered Plaice (Fried in Sunflower Oil),🐟
Baked Plaice in Breadcrumbs,🐟
Raw Alaskan Pollock Fillets,🐟
Steamed Alaskan Pollock Fillets,🐟
Homemade Pork Chops in Mustard and Cream,🥓
Homemade Pork Chops in Mustard and Cream (Weighed with Bone),🥓
Individual Pork Pie,🥧
Pork Scratchings,🥓
Roasted Pork Belly,🥓
Grilled Pork Belly Slices,🥓
Raw Pork Belly Slices,🥓
Raw Pork Belly Slices with Bone,🥓
Cooked Pork Crackling,🥓
Casseroled Diced Pork (Lean),🥓
Casseroled Diced Pork,🥓
Grilled Pork Kebabs (Lean),🌯
Grilled Pork Kebabs,🌯
Raw Diced Pork (Lean),🥓
Raw Diced Pork,🥓
Cooked Pork Fat,🥓
Raw Pork Fat,🥓
Grilled Pork Fillet Medallions (Lean),🥓
Grilled Pork Fillet Medallions,🥓
Raw Pork Fillet Medallions (Lean),🥓
Raw Pork Fillet Medallions,🥓
Stir-fried Pork Fillet Strips in Rapeseed Oil,🥓
Raw Pork Shoulder Joint (Lean),🥓
Raw Pork Shoulder Joint,🥓
Roasted Pork Shoulder Joint (Lean),🥓
Roasted Pork Shoulder Joint,🥓
Raw Pork,🥓
Raw Pork Leg Joint (Lean),🍖
Raw Pork Leg Joint,🍖
Trimmed Raw Pork Leg Joint,🍖
Roasted Pork Leg Joint,🍖
Trimmed Roasted Pork Leg Joint,🍖
Roasted Pork Leg Joint,🍖
Grilled Pork Loin Chops (Lean),🥓
Grilled Pork Loin Chops,🥓
Raw Pork Loin Chops,🥓
Raw Pork Loin Chops with Bone,🥓
Roasted Pork Loin Chops (Lean),🥓
Roasted Pork Loin Chops,🥓
Roasted Pork Loin Chops with Bone,🥓
Raw Pork Loin Medallions (Lean),🥓
Raw Pork Loin Medallions,🥓
Trimmed Raw Pork Loin Medallions,🥓
Pork Loin Steaks Fried in Rapeseed Oil (Lean),🥓
Pork Loin Steaks Fried in Rapeseed Oil,🥓
Grilled Pork Loin Steaks (Lean),🥓
Grilled Pork Loin Steaks,🥓
Trimmed Grilled Pork Loin Steaks,🥓
Raw Pork Loin Steaks (Lean),🥓
Raw Pork Loin Steaks,🥓
Trimmed Raw Pork Loin Steaks,🥓
Stewed Pork Loin Steaks (Lean),🥓
Stewed Pork Loin Steaks,🥓
Raw Pork Mince,🥓
Stewed Pork Mince,🥓
Braised Pork Shoulder Chops (Lean),🥓
Braised Pork Shoulder Chops,🥓
Braised Pork Shoulder Chops with Bone,🥓
Raw Pork Shoulder Chops,🥓
Raw Pork Shoulder Chops with Bone,🥓
Pot-roasted Pork Shoulder Joint (Lean),🍲
Pot-roasted Pork Shoulder Joint,🍲
Raw Pork Shoulder Joint,🥓
Raw Pork Shoulder Joint with Bone,🥓
Grilled Pork Shoulder Steaks,🥓
Grilled Pork Shoulder Steaks with Bone,🥓
Raw Pork Shoulder Steaks,🥓
Raw Pork Shoulder Steaks with Bone,🥓
Homemade Barbecue Pork Spare Ribs,🥓
Homemade Barbecue Pork Spare Ribs with Bone,🥓
Barbecue Pork Spare Ribs with Bone,🥓
Barbecue Pork Spare Ribs,🥓
Chinese Barbecue Pork Spare Ribs,🥓
Homemade Pork Spare Ribs in Black Bean Sauce,🥓
Homemade Pork Spare Ribs in Black Bean Sauce (with Bone),🥓
Raw Pork Spare Ribs,🥓
Homemade Stir-fried Pork with Vegetables,🥓
Homemade Sweet and Sour Pork,🥓
Sweet and Sour Pork with Cook-in Sauce,🥓
Pork Trotters and Tails,🥓
Cooked Porridge Oats,🌾
Porridge with Milk and Water,🥛
Porridge with Whole Milk,🥛
Fried Potato Chips with Beef Dripping,🍟
Instant Potato Powder (made with Semi-skimmed Milk),🥔
Instant Potato Powder (made with Skimmed Milk),🥔
Instant Potato Powder (made with Whole Milk),🥔
Fried Potatoes with Onions and Eggs,🥔
Mashed Potatoes with Butter,🥔
Raw Poussin,🍛
Raw Poussin with Bone,🍛
Takeaway Prawn Crackers,🍤
Grilled King Prawns,🍤
Cooked King Prawns,🍤
Cooked King Prawns with Shells,🍤
Raw King Prawns,🍤
Dried Standard Prawns,🍤
Cooked Standard Prawns,🍤
Homemade Bread and Butter Pudding,🍞
Homemade Rice Pudding (made with Semi-skimmed Milk),🍚
Homemade Rice Pudding (made with Skimmed Milk),🍚
Homemade Rice Pudding (made with Whole Milk),🍚
Homemade Cheese and Egg Quiche,🥧
Homemade Cheese and Egg Wholemeal Quiche,🥧
Homemade Quiche Lorraine,🥧
Retail Shortcrust Pastry Quiche Lorraine,🥧
Homemade Wholemeal Pastry Quiche Lorraine,🥧
Raw Rabbit Meat,🥩
Stewed Rabbit Meat,🥩
Stewed Rabbit Meat with Bone,🥩
Fried Red Snapper Fillets (Blended Oil),🐟
Fried Red Snapper Fillets with Bone (Blended Oil),🐟
Fried Red Snapper Fillets (Sunflower Oil),🐟
Fried Red Snapper Fillets with Bone (Sunflower Oil),🐟
Raw Red Snapper Fillets,🐟
Raw Redfish,🐟
Reheated Egg Fried Rice,🍚
Takeaway Egg Fried Rice,🍚
"Cooked Savory Rice (Chicken, Beef, Mushroom, Vegetable)",🍚
"Uncooked Savory Rice (Chicken, Beef, Mushroom, Vegetable)",🍚
Homemade Chicken Risotto,🍗
Rock Salmon/Dogfish Fried in Batter (Blended Oil),🐟
Rock Salmon/Dogfish Fried in Batter with Bone (Blended Oil),🐟
Rock Salmon/Dogfish Fried in Batter (Dripping),🐟
Rock Salmon/Dogfish Fried in Batter with Bone (Dripping),🐟
Rock Salmon/Dogfish Fried in Batter (Retail Blend Oil),🐟
Rock Salmon/Dogfish Fried in Batter with Bone (Retail Blend Oil),🐟
Rock Salmon/Dogfish Fried in Batter (Sunflower Oil),🐟
Rock Salmon/Dogfish Fried in Batter with Bone (Sunflower Oil),🐟
Raw Rock Salmon/Dogfish,🐟
Fried Cod Roe in Batter,🐟
Raw Cod Roe,🐟
Raw Herring Roe,🐟
Raw Rohu,🍛
Salad Cream,🥗
Reduced-fat Salad Cream,🥗
Salami,🍖
Salami Snack,🍖
Homemade Salmis of Pheasant,🍛
Retail Salmon en Croute,🐟
Baked Farmed Salmon Fillets,🐟
Grilled Farmed Salmon Fillets,🐟
Grilled Farmed Salmon Fillets with Bone and Skin,🐟
Raw Farmed Salmon Fillets,🐟
Steamed Farmed Salmon Fillets,🐟
Steamed Farmed Salmon Fillets with Bone and Skin,🐟
Canned Pink Salmon,🥫
Canned Red Salmon,🥫
Skinless Boneless Canned Red Salmon,🥫
Cold-smoked Salmon,🐟
Hot-smoked Salmon,🐟
Baked Wild Salmon Fillets,🐟
Raw Wild Salmon Fillets,🐟
Grilled Wild Salmon Fillets,🐟
Steamed Wild Salmon Fillets,🐟
Steamed Salted Chinese Fish (Bones Removed),🐟
Homemade Baked Lamb Samosas,🍖
Homemade Deep-fried Lamb Samosas,🍖
White Bread BLT Sandwich,🥪
White Bread Cheddar and Pickle Sandwich,🥪
White Bread Chicken Salad Sandwich,🥪
White Bread Egg Mayonnaise Sandwich,🥪
White Bread Tuna Mayonnaise Sandwich,🥪
Canned Sardines in Brine (Drained),🥫
Canned Sardines in Olive Oil (Drained),🥫
Canned Sardines in Sunflower Oil (Drained),🥫
Canned Sardines in Tomato Sauce,🍅
Grilled Sardine Fillets,🐟
Grilled Sardine Fillets with Skin and Bones,🐟
Raw Sardine Fillets,🐟
Dry Cheese Sauce Packet Mix,🧀
Homemade Curry Onion Sauce with Butter,🍛
Four Cheese Pasta Sauce,🍝
Ready-to-eat Retail Flaky Sausage Roll,🥧
Homemade Short Pastry Sausage Rolls,🥧
Fried Beef Sausages,🌭
Grilled Beef Sausages,🌭
Raw Beef Sausages,🌭
Fried Pork Sausages,🌭
Grilled Pork Sausages,🌭
Fried Frozen Pork Sausages,🌭
Grilled Frozen Pork Sausages,🌭
Raw Pork Sausages,🌭
Fried Reduced-fat Pork Sausages,🌭
Grilled Reduced-fat Pork Sausages,🌭
Raw Reduced-fat Pork Sausages,🌭
Fried Premium Sausages,🌭
Grilled Premium Sausages,🌭
Raw Premium Sausages,🌭
Takeaway Saveloy (Unbattered),🌭
Steamed Scallops,🫖
Baked Breaded Scampi,🍞
Fried Breaded Scampi,🍞
Fried Frozen Breaded Scampi,🍞
Homemade Cheese Scones,🧀
Retail Scotch Eggs,🍳
Seafood Selection,🐟
Seafood Sticks,🐟
Takeaway Sesame Prawn Toast,🍤
Raw Shark,🐟
Homemade Shepherd's Pie,🥧
Shish Kebab in Pitta with Salad,🌯
"Shish Kebab, Meat Only",🌯
Homemade Shish Kebabs with Onions and Peppers,🌯
Boiled Shrimps,🍤
Boiled Shrimps with Shells,🍤
Canned Shrimps,🍤
Dried Shrimps,🍤
Frozen Shrimps,🍤
Grilled Skate,🐟
Grilled Skate with Bones,🐟
Raw Skate,🐟
Grilled Sole Fillets with Skin,🐟
Dried Chicken Noodle Soup,🍜
Prepared Chicken Noodle Soup,🍜
Canned Cream of Chicken Soup,🍗
Condensed Canned Cream of Chicken Soup,🍗
Homemade Mulligatawny Soup,🍛
Canned Oxtail Soup,🥫
Homemade Pea and Ham Soup,🍖
Homemade Spaghetti Bolognese,🍝
Spaghetti Bolognese (Meat and Sauce Only),🍝
Spaghetti Bolognese,🍝
Fried Sprats,🍛
Fried Sprats with Bones,🍛
Raw Sprats,🍛
Takeaway Meat Spring Rolls,🥩
Dried Squid,🦑
Raw Squid,🦑
Homemade Steak and Kidney Pudding,🥩
Homemade Beef Stew,🥩
Homemade Lean Beef Stew,🥩
Homemade Beef Stew with Dumplings,🥟
Homemade Irish Stew,🍛
Homemade Lean Lamb Irish Stew,🍖
Takeaway Stir-Fry Beef with Green Peppers and Black Bean Sauce,🥩
Beef Stock Cubes,🥩
Chicken Stock Cubes,🍗
Chicken Stock,🍗
Ready-made Chicken Stock,🍗
Shredded Suet,🍛
Reduced-Fat Vegetable Suet,🥦
Salmon Nigiri Sushi,🍙
Tuna Nigiri Sushi,🍙
Takeaway Sweet and Sour Chicken,🍗
Takeaway Battered Sweet and Sour Pork,🥓
Homemade Sweet and Sour Pork,🥓
Fried Lamb Sweetbread,🍖
Raw Lamb Sweetbread,🍖
Grilled Swordfish,🐟
Grilled Swordfish with Bones and Skin,🐟
Raw Swordfish,🐟
Takeaway Szechuan Prawns with Vegetables,🍤
Taramasalata,🍛
Homemade One-Crust Mincemeat Tart,🥩
Tea with Semi-Skimmed Milk,🫖
Tea with Whole Milk,🫖
Raw Tilapia,🐟
Homemade Toad in the Hole,🍛
Homemade Toad in the Hole (made with Skimmed Milk and Reduced-Fat Sausages),🍖
Raw Lamb Tongue,🍖
Raw Pickled Ox Tongue,🥒
Stewed Pickled Ox Tongue,🥒
Stewed Ox Tongue,🍛
Stewed Sheep Tongue,🍛
Homemade Stewed Tripe and Onions,🧅
Raw Dressed Tripe,🍛
Stewed Dressed Tripe in Milk,🥛
Raw Brown Trout,🐟
Steamed Brown Trout,🐟
Steamed Brown Trout with Bones,🐟
Baked Rainbow Trout Fillets with Bones and Skin,🐟
Baked Rainbow Trout Fillets,🐟
Raw Rainbow Trout,🐟
Canned Tuna in Brine (Drained),🥫
Canned Tuna in Sunflower Oil (Drained),🥫
Baked Tuna Fillets,🐟
Raw Tuna Fillets,🐟
Grilled Turbot,🐟
Grilled Turbot with Bones and Skin,🐟
Raw Turbot,🐟
Homemade Turkey and Pasta Bake,🍝
Turkey Slices,🍗
Grilled Turkey Breast Fillet,🍗
Raw Turkey Dark Meat,🍗
Roasted Turkey Dark Meat,🍗
Roasted Turkey Drumsticks,🍗
Roasted Turkey Drumsticks with Bone,🍗
Roasted Turkey Drumsticks (Meat Only),🍗
Raw Turkey Light Meat,🍗
Roasted Turkey Light Meat,🍗
Raw Turkey Meat,🍗
Roasted Turkey Meat,🍗
Stewed Turkey Mince,🍗
Roasted Turkey Light Meat,🍗
Dry Roasted Turkey Skin,🍗
Moist Roasted Turkey Skin,🍗
Raw Turkey Skin,🍗
Homemade Stir-Fried Turkey with Vegetables,🍗
Stir-Fried Turkey Strips,🍗
Casseroled Turkey Thighs,🍗
Whole Raw Turkey,🍗
Whole Raw Turkey with Bone,🍗
Whole Roasted Turkey,🍗
Whole Roasted Turkey with Bone,🍗
Fried Veal Escalope,🍖
Raw Veal Escalope,🍖
Raw Veal Mince,🍖
Stewed Veal Mince,🍖
Baked/Grilled Vegetable and Cheese Burger,🍔
Homemade Venison in Red Wine and Port,🍖
Raw Venison,🍖
Roasted Venison,🍖
Plain Ice Cream Wafers,🍦
Homemade Welsh Cheesecakes,🍰
Boiled Whelks,🍛
Boiled Whelks with Shells,🍛
Dried Salted White Fish,🐟
Homemade Savory White Sauce (Semi-skimmed Milk),🥛
Homemade Savory White Sauce (Skimmed Milk),🥛
Homemade Savory White Sauce (Whole Milk),🥛
Homemade Sweet White Sauce (Semi-skimmed Milk),🥛
Homemade Sweet White Sauce (Skimmed Milk),🥛
Homemade Sweet White Sauce (Whole Milk),🥛
Fried Whitebait,🐟
Raw Whiting Fillets,🐟
Steamed Whiting Fillets,🐟
Steamed Whiting Fillets with Bones and Skin,🐟
Fried Whiting in Crumbs (Blended Oil),🐟
Fried Whiting in Crumbs with Bones and Skin (Blended Oil),🐟
Fried Whiting in Crumbs (Dripping),🐟
Fried Whiting in Crumbs with Bones and Skin (Dripping),🐟
Fried Whiting in Crumbs (Sunflower Oil),🐟
Fried Whiting in Crumbs with Bones and Skin (Sunflower Oil),🐟
Homemade Wiener Schnitzel,🍛
Boiled Winkles,🍛
Boiled Winkles with Shells,🍛
Whole Milk Fruit Yogurt,🍎
Whole Milk Infant Yogurt (Fruit Flavored),🍎
Plain Whole Milk Yogurt,🥛
Whole Milk Twin Pot Yogurt (Not Fruit),🍲
Thick and Creamy Whole Milk Twin Pot Yogurt (Fruit),🍲
Homemade Yorkshire Pudding (Semi-skimmed Milk),🥐
Homemade Yorkshire Pudding (Skimmed Milk),🥐
Yorkshire Pudding (Whole Milk),🥐
